,Species,Start_Token_Species,End_Token_Species,Start_Index_Species,End_Index_Species,classId_Species,Sentence_Species,inAbstract300_Species,inAbstract500_Species,max_TFISF_Species,Sent_Start_Species,Document,AnnTxtFile,Location,Start_Token_Location,End_Token_Location,Start_Index_Location,End_Index_Location,classId_Location,Sentence_Location,inAbstract300_Location,inAbstract500_Location,max_TFISF_Location,Sent_Start_Location,AnnTxtFile_Location,Tagged_Relationship,Same_Sentence,Num_Tokens_Between,Num_Words_Between,Num_Verbs_Between,Num_Nouns_Between,Num_Preps_Between,Preposition_Between,Dependency_Steps
1166,"Gomphiocephalus hodgsom',",4620,4624,25270,25295,e_39,"Collembola (G = Gomphiocephalus hodgsom', e= exuviae of same) b",0,0,4.440295542797857,0,10.1007_s003000000223_Optimized.pdf,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,Ross Island,775,777,4590,4601,e_4,"On the distribution of terrestrial invertebrates at Cape Bird, Ross Island, Antarctica

Accepted: 11 December 2000 / Published online: 1 March 2001",1,1,3.5648268054439574,0,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,0,0,3843,1644,119,561,216,1,999
1167,"Gomphiocephalus hodgsom',",4620,4624,25270,25295,e_39,"Collembola (G = Gomphiocephalus hodgsom', e= exuviae of same) b",0,0,4.440295542797857,0,10.1007_s003000000223_Optimized.pdf,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,Cape Bird,815,817,4797,4806,e_4,"Abstract Terrestrial invertebrate distribution was sur- veyed over 12 km2 of the ice-free area at Cape Bird, Ross Island, Antarctica.",1,1,2.791636917210476,0,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,0,0,3803,1621,116,557,213,1,999
1168,"Gomphiocephalus hodgsom',",4620,4624,25270,25295,e_39,"Collembola (G = Gomphiocephalus hodgsom', e= exuviae of same) b",0,0,4.440295542797857,0,10.1007_s003000000223_Optimized.pdf,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,Ross Island,818,820,4808,4819,e_4,"Abstract Terrestrial invertebrate distribution was sur- veyed over 12 km2 of the ice-free area at Cape Bird, Ross Island, Antarctica.",1,1,3.5648268054439574,0,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,0,0,3800,1619,116,557,213,1,999
1169,"Gomphiocephalus hodgsom',",4620,4624,25270,25295,e_39,"Collembola (G = Gomphiocephalus hodgsom', e= exuviae of same) b",0,0,4.440295542797857,0,10.1007_s003000000223_Optimized.pdf,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,Cape Bird,1397,1399,8072,8081,e_4,"In this paper, I report the distribution of terrestrial invertebrates at Cape Bird.",1,1,2.791636917210476,0,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,0,0,3221,1193,90,451,165,1,999
1170,"Gomphiocephalus hodgsom',",4620,4624,25270,25295,e_39,"Collembola (G = Gomphiocephalus hodgsom', e= exuviae of same) b",0,0,4.440295542797857,0,10.1007_s003000000223_Optimized.pdf,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,Cape Bird,1397,1399,8072,8081,e_4,"In this paper, I report the distribution of terrestrial invertebrates at Cape Bird.",1,1,2.791636917210476,0,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,0,0,3221,1193,90,451,165,1,999
1171,"Gomphiocephalus hodgsom',",4620,4624,25270,25295,e_39,"Collembola (G = Gomphiocephalus hodgsom', e= exuviae of same) b",0,0,4.440295542797857,0,10.1007_s003000000223_Optimized.pdf,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,Cape Bird,1865,1867,10402,10411,e_4,"The soils are of glacially modified volcanic origin, and often have high salinity (Sinclair and Sjursen, 2001) Areas near the research hut at the northern tip of Cape Bird have been a major focus for research on terrestrial mites, springtails and nematodes on Ross Island (Smith 1970; Peterson 1971; Duncan 1979;",1,1,2.791636917210476,0,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,0,0,2753,1082,85,408,149,1,999
1172,"Gomphiocephalus hodgsom',",4620,4624,25270,25295,e_39,"Collembola (G = Gomphiocephalus hodgsom', e= exuviae of same) b",0,0,4.440295542797857,0,10.1007_s003000000223_Optimized.pdf,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,Trachyte Hill,2168,2170,11830,11843,e_4,":— I

U

E .

'

Fitzgerald

',Ir- _

Trachyte Hill

Cinder Hill 305m

Alexander Hill




& ""       ""  '  -      &       







(    & ""       -      *    

* & ""       #*    







 















""  (     &    ""    .

!",0,0,14.853363499691543,0,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,0,0,2450,898,77,356,134,1,999
1173,"Gomphiocephalus hodgsom',",4620,4624,25270,25295,e_39,"Collembola (G = Gomphiocephalus hodgsom', e= exuviae of same) b",0,0,4.440295542797857,0,10.1007_s003000000223_Optimized.pdf,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,Cinder Hill,2171,2173,11845,11856,e_4,":— I

U

E .

'

Fitzgerald

',Ir- _

Trachyte Hill

Cinder Hill 305m

Alexander Hill




& ""       ""  '  -      &       







(    & ""       -      *    

* & ""       #*    







 















""  (     &    ""    .

!",0,0,14.853363499691543,0,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,0,0,2447,896,77,356,134,1,999
1174,"Gomphiocephalus hodgsom',",4620,4624,25270,25295,e_39,"Collembola (G = Gomphiocephalus hodgsom', e= exuviae of same) b",0,0,4.440295542797857,0,10.1007_s003000000223_Optimized.pdf,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,Alexander Hill,2176,2178,11863,11877,e_4,":— I

U

E .

'

Fitzgerald

',Ir- _

Trachyte Hill

Cinder Hill 305m

Alexander Hill




& ""       ""  '  -      &       







(    & ""       -      *    

* & ""       #*    







 















""  (     &    ""    .

!",0,0,14.853363499691543,0,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,0,0,2442,893,77,355,134,1,999
1175,"Gomphiocephalus hodgsom',",4620,4624,25270,25295,e_39,"Collembola (G = Gomphiocephalus hodgsom', e= exuviae of same) b",0,0,4.440295542797857,0,10.1007_s003000000223_Optimized.pdf,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,Cape Bird,2099,2101,11635,11644,e_4,"Cape Bird

Floss Island

Fins: lee Shelf

Research Hut .'",1,1,2.791636917210476,1,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,0,0,2519,930,77,367,134,1,999
1176,"Gomphiocephalus hodgsom',",4620,4624,25270,25295,e_39,"Collembola (G = Gomphiocephalus hodgsom', e= exuviae of same) b",0,0,4.440295542797857,0,10.1007_s003000000223_Optimized.pdf,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,New College Valley,2116,2119,11701,11719,e_4,"IIIIII New College Valley SPA Ne. 20

1km

McDonald

Beach

",0,0,4.951121166563848,0,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,0,0,2501,919,77,366,134,1,999
1177,"Gomphiocephalus hodgsom',",4620,4624,25270,25295,e_39,"Collembola (G = Gomphiocephalus hodgsom', e= exuviae of same) b",0,0,4.440295542797857,0,10.1007_s003000000223_Optimized.pdf,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,McDonald Beach,3425,3427,19124,19138,e_4,"In penguin rookeries, sampling was conducted at pond, stream and snowbank edges, in areas between penguin mounds, and in guano-rich areas adjacent to penguin mounds Beaches were di- vided into areas close to and far from streams, and sampling was conducted over the width of the beach at three even intervals from the sea Samples were also taken near ponds at McDonald Beach and between Cinder and Alexander Hills (Fig 1)",0,0,4.951121166563848,0,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,0,0,1193,724,62,265,108,1,999
1178,"Gomphiocephalus hodgsom',",4620,4624,25270,25295,e_39,"Collembola (G = Gomphiocephalus hodgsom', e= exuviae of same) b",0,0,4.440295542797857,0,10.1007_s003000000223_Optimized.pdf,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,Alexander Hills,3431,3433,19162,19177,e_4,"In penguin rookeries, sampling was conducted at pond, stream and snowbank edges, in areas between penguin mounds, and in guano-rich areas adjacent to penguin mounds Beaches were di- vided into areas close to and far from streams, and sampling was conducted over the width of the beach at three even intervals from the sea Samples were also taken near ponds at McDonald Beach and between Cinder and Alexander Hills (Fig 1)",0,0,5.356586274672012,0,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,0,0,1187,718,62,265,107,1,999
1179,"Gomphiocephalus hodgsom',",4620,4624,25270,25295,e_39,"Collembola (G = Gomphiocephalus hodgsom', e= exuviae of same) b",0,0,4.440295542797857,0,10.1007_s003000000223_Optimized.pdf,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,Cape Bird,3590,3592,20005,20014,e_4,"soil samples were collected into plastic ziplock bags with a teaspoon, and a further scraping of the soil surface collected for salinity determination Soil samples were returned to the Cape Bird hut, where one was frozen and returned to New Zealand for chlorophyll-a and organic

carbon content determination, while the other was stored at outside

temperatures until processed (within 3 days of collection), when soil invertebrates were extracted using water ﬂotation and Baermann funnel techniques See Sinclair and Sjursen (2001) for details of invertebrate extraction, and soil chlorophyll-a, organic content and salinity determination Nematodes were identified according to Timm (1971)

Data analysis

Presence or absence of G. hodgsom' and S. mollz's in a location was determined by combining presence-absence data from both stone surveys in the field and soil samples Presence or absence of other

Table 1 Environmental variables recorded at each sampling location invertebrates was determined from soil extractions Records for all species of nematodes were combined for statistical analysis Inde- pendence of occurrence at locations by different invertebrate groups was tested using G tests on 2 X 2 contingency tables (Sokal and Rohlf 1981)",1,1,2.791636917210476,0,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,0,0,1028,584,48,222,88,1,999
1180,"Gomphiocephalus hodgsom',",4620,4624,25270,25295,e_39,"Collembola (G = Gomphiocephalus hodgsom', e= exuviae of same) b",0,0,4.440295542797857,0,10.1007_s003000000223_Optimized.pdf,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,Ross Island,3983,3985,22166,22177,e_4,"This is the

Table 2 Invertebrates recorded at Cape Bird, Ross Island,

Antarctica during the present study

Taxon

No sites (/ 103)

",1,1,3.5648268054439574,0,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,0,0,635,269,17,116,41,1,999
1181,"Gomphiocephalus hodgsom',",4620,4624,25270,25295,e_39,"Collembola (G = Gomphiocephalus hodgsom', e= exuviae of same) b",0,0,4.440295542797857,0,10.1007_s003000000223_Optimized.pdf,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,Cape Bird,3590,3592,20005,20014,e_4,"soil samples were collected into plastic ziplock bags with a teaspoon, and a further scraping of the soil surface collected for salinity determination Soil samples were returned to the Cape Bird hut, where one was frozen and returned to New Zealand for chlorophyll-a and organic

carbon content determination, while the other was stored at outside

temperatures until processed (within 3 days of collection), when soil invertebrates were extracted using water ﬂotation and Baermann funnel techniques See Sinclair and Sjursen (2001) for details of invertebrate extraction, and soil chlorophyll-a, organic content and salinity determination Nematodes were identified according to Timm (1971)

Data analysis

Presence or absence of G. hodgsom' and S. mollz's in a location was determined by combining presence-absence data from both stone surveys in the field and soil samples Presence or absence of other

Table 1 Environmental variables recorded at each sampling location invertebrates was determined from soil extractions Records for all species of nematodes were combined for statistical analysis Inde- pendence of occurrence at locations by different invertebrate groups was tested using G tests on 2 X 2 contingency tables (Sokal and Rohlf 1981)",1,1,2.791636917210476,0,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,0,0,1028,584,48,222,88,1,999
1182,"Gomphiocephalus hodgsom',",4620,4624,25270,25295,e_39,"Collembola (G = Gomphiocephalus hodgsom', e= exuviae of same) b",0,0,4.440295542797857,0,10.1007_s003000000223_Optimized.pdf,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,Keble Valley,4743,4745,25919,25931,e_4,"Sub- jectively, Keble Valley has high densities of arthro— pods, and an area with comparable arthropod density

397

(b)

(d)

m glam?",0,1,4.663439094112067,0,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,0,0,119,80,8,26,11,1,999
1183,"Gomphiocephalus hodgsom',",4620,4624,25270,25295,e_39,"Collembola (G = Gomphiocephalus hodgsom', e= exuviae of same) b",0,0,4.440295542797857,0,10.1007_s003000000223_Optimized.pdf,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,McDonald Beach,3425,3427,19124,19138,e_4,"In penguin rookeries, sampling was conducted at pond, stream and snowbank edges, in areas between penguin mounds, and in guano-rich areas adjacent to penguin mounds Beaches were di- vided into areas close to and far from streams, and sampling was conducted over the width of the beach at three even intervals from the sea Samples were also taken near ponds at McDonald Beach and between Cinder and Alexander Hills (Fig 1)",0,0,4.951121166563848,0,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,0,0,1193,724,62,265,108,1,999
1184,"Gomphiocephalus hodgsom',",4620,4624,25270,25295,e_39,"Collembola (G = Gomphiocephalus hodgsom', e= exuviae of same) b",0,0,4.440295542797857,0,10.1007_s003000000223_Optimized.pdf,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,Keble Valley,4743,4745,25919,25931,e_4,"Sub- jectively, Keble Valley has high densities of arthro— pods, and an area with comparable arthropod density

397

(b)

(d)

m glam?",0,1,4.663439094112067,0,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,0,0,119,80,8,26,11,1,999
1185,"Gomphiocephalus hodgsom',",4620,4624,25270,25295,e_39,"Collembola (G = Gomphiocephalus hodgsom', e= exuviae of same) b",0,0,4.440295542797857,0,10.1007_s003000000223_Optimized.pdf,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,Cape Bird,4601,4603,25189,25198,e_4,"2a—d Map of locations where invertebrates were detected at Cape Bird, Ross Island, Antarctica (O = sam- pling locations) 21",1,1,2.791636917210476,0,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,0,0,17,8,0,3,0,0,999
1186,"Gomphiocephalus hodgsom',",4620,4624,25270,25295,e_39,"Collembola (G = Gomphiocephalus hodgsom', e= exuviae of same) b",0,0,4.440295542797857,0,10.1007_s003000000223_Optimized.pdf,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,Ross Island,4604,4606,25200,25211,e_4,"2a—d Map of locations where invertebrates were detected at Cape Bird, Ross Island, Antarctica (O = sam- pling locations) 21",1,1,3.5648268054439574,0,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,0,0,14,6,0,3,0,0,999
1187,"Gomphiocephalus hodgsom',",4620,4624,25270,25295,e_39,"Collembola (G = Gomphiocephalus hodgsom', e= exuviae of same) b",0,0,4.440295542797857,0,10.1007_s003000000223_Optimized.pdf,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,Cape Bird,4711,4713,25735,25744,e_4,"Sites indicated with lines are where invertebrates were identified from samples taken from other than in the present survey

first record of Scotmema lindsayae at Cape Bird",1,1,2.791636917210476,0,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,0,0,87,57,4,20,8,1,999
1188,"Gomphiocephalus hodgsom',",4620,4624,25270,25295,e_39,"Collembola (G = Gomphiocephalus hodgsom', e= exuviae of same) b",0,0,4.440295542797857,0,10.1007_s003000000223_Optimized.pdf,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,New College Valley,3326,3329,18592,18610,e_4,"Sampling sites were selected on a stratified random basis to ensure even coverage of habitat types and geographic locations within the area Twelve square kilometres of the ice-free area at Cape Bird (excluding the restricted zone of New College Valley SPA No. 20) was divided into 14 areas, and sampling stratified within these ar- eas",0,0,4.951121166563848,0,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,0,0,1291,808,71,292,127,1,999
1189,"Gomphiocephalus hodgsom',",4620,4624,25270,25295,e_39,"Collembola (G = Gomphiocephalus hodgsom', e= exuviae of same) b",0,0,4.440295542797857,0,10.1007_s003000000223_Optimized.pdf,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,Cape Bird,4711,4713,25735,25744,e_4,"Sites indicated with lines are where invertebrates were identified from samples taken from other than in the present survey

first record of Scotmema lindsayae at Cape Bird",1,1,2.791636917210476,0,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,0,0,87,57,4,20,8,1,999
1190,"Gomphiocephalus hodgsom',",4620,4624,25270,25295,e_39,"Collembola (G = Gomphiocephalus hodgsom', e= exuviae of same) b",0,0,4.440295542797857,0,10.1007_s003000000223_Optimized.pdf,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,Ross Island,4604,4606,25200,25211,e_4,"2a—d Map of locations where invertebrates were detected at Cape Bird, Ross Island, Antarctica (O = sam- pling locations) 21",1,1,3.5648268054439574,0,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,0,0,14,6,0,3,0,0,999
1191,"Gomphiocephalus hodgsom',",4620,4624,25270,25295,e_39,"Collembola (G = Gomphiocephalus hodgsom', e= exuviae of same) b",0,0,4.440295542797857,0,10.1007_s003000000223_Optimized.pdf,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,Cape Bird,4711,4713,25735,25744,e_4,"Sites indicated with lines are where invertebrates were identified from samples taken from other than in the present survey

first record of Scotmema lindsayae at Cape Bird",1,1,2.791636917210476,0,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,0,0,87,57,4,20,8,1,999
1192,"Gomphiocephalus hodgsom',",4620,4624,25270,25295,e_39,"Collembola (G = Gomphiocephalus hodgsom', e= exuviae of same) b",0,0,4.440295542797857,0,10.1007_s003000000223_Optimized.pdf,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,Cape Bird,6470,6472,34634,34643,e_4,"There is an interesting apparent division in nematode fauna between Scollnema, which is found in higher, saltier and more southern soils far from penguin

Table 3 Ranges of soil physico-chemical parameters measured at 103 locations at Cape Bird (n.d. not detectable)

",1,1,2.791636917210476,0,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,0,0,1846,728,52,276,93,1,999
1193,"Gomphiocephalus hodgsom',",4620,4624,25270,25295,e_39,"Collembola (G = Gomphiocephalus hodgsom', e= exuviae of same) b",0,0,4.440295542797857,0,10.1007_s003000000223_Optimized.pdf,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,Ross Dependency,10023,10025,53127,53142,e_4,J Zool Lond 250:425—436 Block W (1985) Ecological and physiological studies of terrestrial arthropods in the Ross Dependency 1984—85 Br Antarct Surv,0,0,6.049733455231958,0,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,0,0,5399,1757,147,656,225,1,999
1194,"Gomphiocephalus hodgsom',",4620,4624,25270,25295,e_39,"Collembola (G = Gomphiocephalus hodgsom', e= exuviae of same) b",0,0,4.440295542797857,0,10.1007_s003000000223_Optimized.pdf,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,Cape Bird,8223,8225,43853,43862,e_4,"The exception appears to be Panagrolaimus davidi, which has a predominantly coastal distribution (Whar- ton and Brown 1989), and appears closely related to the northern Adélie penguin rookery at Cape Bird",1,1,2.791636917210476,0,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,0,0,3599,1190,111,448,149,1,999
1195,"Gomphiocephalus hodgsom',",4620,4624,25270,25295,e_39,"Collembola (G = Gomphiocephalus hodgsom', e= exuviae of same) b",0,0,4.440295542797857,0,10.1007_s003000000223_Optimized.pdf,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,Ross Island,8329,8331,44501,44512,e_4,"However, there are few details of Antarctic nematode distribution outside the McMurdo Sound area, and a lack of under— standing of invertebrate dispersal processes in Antarctica limits the interpretation of this apparent relationship On a landscape scale, arthropod distribution in the McMurdo Sound region appears partially decoupled from macroscopic vegetation distribution (Janetschek 1967; Sinclair and Sjursen, 2001), with only the two mite species significantly associated with the presence of macroscopic vegetation This is a similar pattern to that Sinclair and Sjursen (2001) described over a scale of metres in the same area of Ross Island",1,1,3.5648268054439574,0,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,0,0,3705,1282,117,472,166,1,999
1196,"Gomphiocephalus hodgsom',",4620,4624,25270,25295,e_39,"Collembola (G = Gomphiocephalus hodgsom', e= exuviae of same) b",0,0,4.440295542797857,0,10.1007_s003000000223_Optimized.pdf,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,Cape Geology,10163,10165,53906,53918,e_4,"A potential invertebrate indicator of climate change on sub-Antarctic South Georgia Cryo-Lett 21:69 Davidson MM, Broady PA (1996) Analysis of gut contents of Gomphiocephalus hodgsom' Carpenter (Collembola: Hypogastr- uridae) at Cape Geology, Antarctica Polar Biol 16:463—467 Duncan KW (1979)",0,0,6.049733455231958,0,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,0,0,5539,1856,148,674,235,1,999
1197,"Gomphiocephalus hodgsom',",4620,4624,25270,25295,e_39,"Collembola (G = Gomphiocephalus hodgsom', e= exuviae of same) b",0,0,4.440295542797857,0,10.1007_s003000000223_Optimized.pdf,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,Cape Bird,8223,8225,43853,43862,e_4,"The exception appears to be Panagrolaimus davidi, which has a predominantly coastal distribution (Whar- ton and Brown 1989), and appears closely related to the northern Adélie penguin rookery at Cape Bird",1,1,2.791636917210476,0,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,0,0,3599,1190,111,448,149,1,999
1198,"Gomphiocephalus hodgsom',",4620,4624,25270,25295,e_39,"Collembola (G = Gomphiocephalus hodgsom', e= exuviae of same) b",0,0,4.440295542797857,0,10.1007_s003000000223_Optimized.pdf,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,Taylor Valley,10426,10428,55422,55435,e_4,"A New Zealand science strategy for Antarctica and the Southern Ocean Antarctica New Zealand miscella- neous series no 4 Antarctica New Zealand, Christchurch

Powers LE, Ho M, Freckman DW, Virginia RA (1998) Distribu-

tion, community structure, and microhabitats of soil inverte- brates along an elevational gradient in Taylor Valley, Antarctica Arct Alp Res 30:133—141 Quartermain LB (1967) South to the Pole: the early history of the Ross Sea Sector, Antarctica.",0,0,6.049733455231958,0,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,0,0,5802,2044,150,717,256,1,999
1199,"Gomphiocephalus hodgsom',",4620,4624,25270,25295,e_39,"Collembola (G = Gomphiocephalus hodgsom', e= exuviae of same) b",0,0,4.440295542797857,0,10.1007_s003000000223_Optimized.pdf,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,"Canada Gla-

cier,",10545,10550,56038,56056,e_4,"In- vertebrates associated with moss communities at Canada Gla-

cier, southern Victoria Land, Antarctica.",0,0,5.356586274672012,0,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,0,0,5921,2129,151,731,266,1,999
1200,"Gomphiocephalus hodgsom',",4620,4624,25270,25295,e_39,"Collembola (G = Gomphiocephalus hodgsom', e= exuviae of same) b",0,0,4.440295542797857,0,10.1007_s003000000223_Optimized.pdf,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,Keble Valley,10576,10578,56210,56222,e_4,"Polar Biol 13:157—162

Sinclair BJ, Sjursen H (2001) Terrestrial invertebrate abundance across a habitat transect in Keble Valley, Ross Island, Antarctica Pedobiologia 45:57—69 Smith DJ (1970)",0,1,4.663439094112067,0,ExtractedAnnotatedData\Arthropod\10.1007_s003000000223_Optimized.pdf\10.1007_s003000000223_Optimized.pdf.txt,0,0,5952,2149,151,734,268,1,999
